waterTemperature;outsideTemperature;date
15.2;45.74;16/04/2008
15.2;44.56;17/04/2008
15.2;47.11;18/04/2008
15.2;50.13;19/04/2008
15.2;52.37;20/04/2008
15.2;53.84;21/04/2008
15.2;56.85;22/04/2008
15.2;59.57;23/04/2008
15.2;61.59;24/04/2008
15.2;62.28;25/04/2008
15.2;61.68;26/04/2008
15.2;58.9;27/04/2008
15.2;56.55;28/04/2008
15.2;54.99;29/04/2008
15.2;53.09;30/04/2008
16.5;51.46;01/05/2008
16.5;50.1;02/05/2008
16.5;45.78;03/05/2008
16.5;45.83;04/05/2008
16.5;45.87;05/05/2008
16.5;44.91;06/05/2008
16.5;43.88;07/05/2008
16.5;44.5;08/05/2008
16.5;42.69;09/05/2008
16.5;43.22;10/05/2008
16.5;43.35;11/05/2008
16.5;43.15;12/05/2008
16.5;44.2;13/05/2008
16.5;45.72;14/05/2008
16.5;46.61;15/05/2008
16.5;50.44;16/05/2008
16.5;51.88;17/05/2008
16.5;52.8;18/05/2008
16.5;53.35;19/05/2008
16.5;53.55;20/05/2008
16.5;53.87;21/05/2008
16.5;54.29;22/05/2008
16.5;54.31;23/05/2008
16.5;53.82;24/05/2008
16.5;53.07;25/05/2008
16.5;52.47;26/05/2008
16.5;52.11;27/05/2008
16.5;51.43;28/05/2008
16.5;50.99;29/05/2008
16.5;50.59;30/05/2008
16.5;50.79;31/05/2008
17.3;50.6;01/06/2008
17.3;50.57;02/06/2008
17.3;50.27;03/06/2008
17.3;47.32;04/06/2008
17.3;51.14;05/06/2008
17.3;51.9;06/06/2008
17.3;52.12;07/06/2008
17.3;51.61;08/06/2008
17.3;51.91;09/06/2008
17.3;52.7;10/06/2008
17.3;55.18;11/06/2008
17.3;57.6;12/06/2008
17.3;59.33;13/06/2008
17.3;60.42;14/06/2008
17.3;58.95;15/06/2008
17.3;56.71;16/06/2008
17.3;54.81;17/06/2008
17.3;52.57;18/06/2008
17.3;50.89;19/06/2008
17.3;45.73;20/06/2008
17.3;43.76;21/06/2008
17.3;41.49;22/06/2008
17.3;40.73;23/06/2008
17.3;41.19;24/06/2008
17.3;40.01;25/06/2008
17.3;38.75;26/06/2008
17.3;38.49;27/06/2008
17.3;41.0;28/06/2008
17.3;42.97;29/06/2008
17.3;46.89;30/06/2008
17.2;52.1;01/07/2008
17.2;54.02;02/07/2008
17.2;56.67;03/07/2008
17.2;57.99;04/07/2008
17.2;59.94;05/07/2008
17.2;60.82;06/07/2008
17.2;62.24;07/07/2008
17.2;62.89;08/07/2008
17.2;62.63;09/07/2008
17.2;61.63;10/07/2008
17.2;58.61;11/07/2008
17.2;54.78;12/07/2008
17.2;51.42;13/07/2008
17.2;45.78;14/07/2008
17.2;42.77;15/07/2008
17.2;42.19;16/07/2008
17.2;39.54;17/07/2008
17.2;34.35;18/07/2008
17.2;30.55;19/07/2008
17.2;31.03;20/07/2008
17.2;33.77;21/07/2008
17.2;30.27;22/07/2008
17.2;38.95;23/07/2008
17.2;41.78;24/07/2008
17.2;52.24;25/07/2008
17.2;55.63;26/07/2008
17.2;59.08;27/07/2008
17.2;61.84;28/07/2008
17.2;64.43;29/07/2008
17.2;66.35;30/07/2008
17.2;68.16;31/07/2008
17.6;69.3;01/08/2008
17.6;68.94;02/08/2008
17.6;68.35;03/08/2008
17.6;66.73;04/08/2008
17.6;63.29;05/08/2008
17.6;56.87;06/08/2008
17.6;52.45;07/08/2008
17.6;48.47;08/08/2008
17.6;46.92;09/08/2008
17.6;44.23;10/08/2008
17.6;44.1;11/08/2008
17.6;40.74;12/08/2008
17.6;40.58;13/08/2008
17.6;37.15;14/08/2008
17.6;35.8;15/08/2008
17.6;43.85;16/08/2008
17.6;51.84;17/08/2008
17.6;58.87;18/08/2008
17.6;63.69;19/08/2008
17.6;66.87;20/08/2008
17.6;68.91;21/08/2008
17.6;71.37;22/08/2008
17.6;73.29;23/08/2008
17.6;75.37;24/08/2008
17.6;76.54;25/08/2008
17.6;76.83;26/08/2008
17.6;76.31;27/08/2008
17.6;74.29;28/08/2008
17.6;68.46;29/08/2008
17.6;61.26;30/08/2008
17.6;57.05;31/08/2008
18.1;52.68;01/09/2008
18.1;51.2;02/09/2008
18.1;48.38;03/09/2008
18.1;46.53;04/09/2008
18.1;44.01;05/09/2008
18.1;41.83;06/09/2008
18.1;42.33;07/09/2008
18.1;39.74;08/09/2008
18.1;47.42;09/09/2008
18.1;54.12;10/09/2008
18.1;61.56;11/09/2008
18.1;66.5;12/09/2008
18.1;69.99;13/09/2008
18.1;72.62;14/09/2008
18.1;75.17;15/09/2008
18.1;77.11;16/09/2008
18.1;78.34;17/09/2008
18.1;79.27;18/09/2008
18.1;79.22;19/09/2008
18.1;78.42;20/09/2008
18.1;75.57;21/09/2008
18.1;69.48;22/09/2008
18.1;64.93;23/09/2008
18.1;61.59;24/09/2008
18.1;59.16;25/09/2008
18.1;56.39;26/09/2008
18.1;53.97;27/09/2008
18.1;52.25;28/09/2008
18.1;50.65;29/09/2008
18.1;50.4;30/09/2008
17.7;49.51;01/10/2008
17.7;49.99;02/10/2008
17.7;53.49;03/10/2008
17.7;57.9;04/10/2008
17.7;61.06;05/10/2008
17.7;63.25;06/10/2008
17.7;65.47;07/10/2008
17.7;68.28;08/10/2008
17.7;69.9;09/10/2008
17.7;69.9;10/10/2008
17.7;68.47;11/10/2008
17.7;67.47;12/10/2008
17.7;63.98;13/10/2008
17.7;62.9;14/10/2008
17.7;61.69;15/10/2008
17.7;60.98;16/10/2008
17.7;60.4;17/10/2008
17.7;59.98;18/10/2008
17.7;59.76;19/10/2008
17.7;58.52;20/10/2008
17.7;57.22;21/10/2008
17.7;55.68;22/10/2008
17.7;53.3;23/10/2008
17.7;51.39;24/10/2008
17.7;49.71;25/10/2008
17.7;50.17;26/10/2008
17.7;53.55;27/10/2008
17.7;57.37;28/10/2008
17.7;61.63;29/10/2008
17.7;64.67;30/10/2008
17.7;67.72;31/10/2008
17.0;69.85;01/11/2008
17.0;71.91;02/11/2008
17.0;73.25;03/11/2008
17.0;73.65;04/11/2008
17.0;72.58;05/11/2008
17.0;71.41;06/11/2008
17.0;69.51;07/11/2008
17.0;67.91;08/11/2008
17.0;65.08;09/11/2008
17.0;60.79;10/11/2008
17.0;58.65;11/11/2008
17.0;55.78;12/11/2008
17.0;54.9;13/11/2008
17.0;52.27;14/11/2008
17.0;45.52;15/11/2008
17.0;43.6;16/11/2008
17.0;41.96;17/11/2008
17.0;41.24;18/11/2008
17.0;40.27;19/11/2008
17.0;40.46;20/11/2008
17.0;41.72;21/11/2008
17.0;42.21;22/11/2008
17.0;43.65;23/11/2008
17.0;50.95;24/11/2008
17.0;53.09;25/11/2008
17.0;54.59;26/11/2008
17.0;53.27;27/11/2008
17.0;53.01;28/11/2008
17.0;51.46;29/11/2008
17.0;50.04;30/11/2008
15.5;41.87;01/12/2008
15.5;40.49;02/12/2008
15.5;39.4;03/12/2008
15.5;37.68;04/12/2008
15.5;37.37;05/12/2008
15.5;36.1;06/12/2008
15.5;34.76;07/12/2008
15.5;33.99;08/12/2008
15.5;32.5;09/12/2008
15.5;31.93;10/12/2008
15.5;32.01;11/12/2008
15.5;32.17;12/12/2008
15.5;32.96;13/12/2008
15.5;34.43;14/12/2008
15.5;36.0;15/12/2008
15.5;37.01;16/12/2008
15.5;37.84;17/12/2008
15.5;40.04;18/12/2008
15.5;41.92;19/12/2008
15.5;51.3;20/12/2008
15.5;53.03;21/12/2008
15.5;55.51;22/12/2008
15.5;57.13;23/12/2008
15.5;57.69;24/12/2008
15.5;57.87;25/12/2008
15.5;56.87;26/12/2008
15.5;54.56;27/12/2008
15.5;52.07;28/12/2008
15.5;51.01;29/12/2008
15.5;46.8;30/12/2008
15.5;45.36;31/12/2008
14.3;44.34;01/01/2009
14.3;42.51;02/01/2009
14.3;40.79;03/01/2009
14.3;41.6;04/01/2009
14.3;40.49;05/01/2009
14.3;37.4;06/01/2009
14.3;42.46;07/01/2009
14.3;52.2;08/01/2009
14.3;55.62;09/01/2009
14.3;58.07;10/01/2009
14.3;61.37;11/01/2009
14.3;63.48;12/01/2009
14.3;66.6;13/01/2009
14.3;66.88;14/01/2009
14.3;66.5;15/01/2009
14.3;66.67;16/01/2009
14.3;66.8;17/01/2009
14.3;66.08;18/01/2009
14.3;64.53;19/01/2009
14.3;61.93;20/01/2009
14.3;59.16;21/01/2009
14.3;57.51;22/01/2009
14.3;55.66;23/01/2009
14.3;53.59;24/01/2009
14.3;52.28;25/01/2009
14.3;46.93;26/01/2009
14.3;43.44;27/01/2009
14.3;40.36;28/01/2009
14.3;39.26;29/01/2009
14.3;40.14;30/01/2009
14.3;45.22;31/01/2009
13.8;52.46;01/02/2009
13.8;54.96;02/02/2009
13.8;57.72;03/02/2009
13.8;60.08;04/02/2009
13.8;62.25;05/02/2009
13.8;64.46;06/02/2009
13.8;65.79;07/02/2009
13.8;67.24;08/02/2009
13.8;68.03;09/02/2009
13.8;68.57;10/02/2009
13.8;67.64;11/02/2009
13.8;65.47;12/02/2009
13.8;61.3;13/02/2009
13.8;58.67;14/02/2009
13.8;56.85;15/02/2009
13.8;55.04;16/02/2009
13.8;53.99;17/02/2009
13.8;53.04;18/02/2009
13.8;51.64;19/02/2009
13.8;50.65;20/02/2009
13.8;50.18;21/02/2009
13.8;49.98;22/02/2009
13.8;49.97;23/02/2009
13.8;50.97;24/02/2009
13.8;53.05;25/02/2009
13.8;55.56;26/02/2009
13.8;58.29;27/02/2009
13.8;60.52;28/02/2009
13.8;62.85;01/03/2009
13.8;65.37;02/03/2009
13.8;66.03;03/03/2009
13.8;65.23;04/03/2009
13.8;64.35;05/03/2009
13.8;63.94;06/03/2009
13.8;63.92;07/03/2009
13.8;61.42;08/03/2009
13.8;57.95;09/03/2009
13.8;54.31;10/03/2009
13.8;52.54;11/03/2009
13.8;50.89;12/03/2009
13.8;48.24;13/03/2009
13.8;46.92;14/03/2009
13.8;45.83;15/03/2009
13.8;44.66;16/03/2009
13.8;42.93;17/03/2009
13.8;42.08;18/03/2009
13.8;41.98;19/03/2009
13.8;45.85;20/03/2009
13.8;48.71;21/03/2009
13.8;53.86;22/03/2009
13.8;59.42;23/03/2009
13.8;62.9;24/03/2009
13.8;67.43;25/03/2009
13.8;69.25;26/03/2009
13.8;70.94;27/03/2009
13.8;72.45;28/03/2009
13.8;73.03;29/03/2009
13.8;73.12;30/03/2009
13.8;72.77;31/03/2009
15.2;71.79;01/04/2009
15.2;66.01;02/04/2009
15.2;58.66;03/04/2009
15.2;56.05;04/04/2009
15.2;53.15;05/04/2009
15.2;52.88;06/04/2009
15.2;50.91;07/04/2009
15.2;48.0;08/04/2009
15.2;47.63;09/04/2009
15.2;45.48;10/04/2009
15.2;44.52;11/04/2009
15.2;44.14;12/04/2009
15.2;48.71;13/04/2009
15.2;54.88;14/04/2009
15.2;61.27;15/04/2009
15.2;65.55;16/04/2009
15.2;67.82;17/04/2009
15.2;69.04;18/04/2009
15.2;69.43;19/04/2009
15.2;69.69;20/04/2009
15.2;69.98;21/04/2009
15.2;69.58;22/04/2009
15.2;68.18;23/04/2009
15.2;66.3;24/04/2009
15.2;64.55;25/04/2009
15.2;62.45;26/04/2009
15.2;59.64;27/04/2009
15.2;57.87;28/04/2009
15.2;56.23;29/04/2009
15.2;54.82;30/04/2009
16.5;54.27;01/05/2009
16.5;53.52;02/05/2009
16.5;53.06;03/05/2009
16.5;52.82;04/05/2009
16.5;52.3;05/05/2009
16.5;52.3;06/05/2009
16.5;53.3;07/05/2009
16.5;55.6;08/05/2009
16.5;58.13;09/05/2009
16.5;61.13;10/05/2009
16.5;62.62;11/05/2009
16.5;64.65;12/05/2009
16.5;66.53;13/05/2009
16.5;68.8;14/05/2009
16.5;70.1;15/05/2009
16.5;70.6;16/05/2009
16.5;70.9;17/05/2009
16.5;69.49;18/05/2009
16.5;68.25;19/05/2009
16.5;64.44;20/05/2009
16.5;58.85;21/05/2009
16.5;55.45;22/05/2009
16.5;53.6;23/05/2009
16.5;51.61;24/05/2009
16.5;50.49;25/05/2009
16.5;49.01;26/05/2009
16.5;48.31;27/05/2009
16.5;47.62;28/05/2009
16.5;47.21;29/05/2009
16.5;46.92;30/05/2009
16.5;50.54;31/05/2009
17.3;56.21;01/06/2009
17.3;62.51;02/06/2009
17.3;68.07;03/06/2009
17.3;71.77;04/06/2009
17.3;74.45;05/06/2009
17.3;76.99;06/06/2009
17.3;77.76;07/06/2009
17.3;78.76;08/06/2009
17.3;79.53;09/06/2009
17.3;78.63;10/06/2009
17.3;76.8;11/06/2009
17.3;74.15;12/06/2009
17.3;71.08;13/06/2009
17.3;67.99;14/06/2009
17.3;65.98;15/06/2009
17.3;63.89;16/06/2009
17.3;62.88;17/06/2009
17.3;60.61;18/06/2009
17.3;58.85;19/06/2009
17.3;57.98;20/06/2009
17.3;57.56;21/06/2009
17.3;56.85;22/06/2009
17.3;56.6;23/06/2009
17.3;56.43;24/06/2009
17.3;56.55;25/06/2009
17.3;57.28;26/06/2009
17.3;57.81;27/06/2009
17.3;59.32;28/06/2009
17.3;60.4;29/06/2009
17.3;62.06;30/06/2009
17.2;63.07;01/07/2009
17.2;63.48;02/07/2009
17.2;63.2;03/07/2009
17.2;63.55;04/07/2009
17.2;63.69;05/07/2009
17.2;63.2;06/07/2009
17.2;61.82;07/07/2009
17.2;59.1;08/07/2009
17.2;57.42;09/07/2009
17.2;56.25;10/07/2009
17.2;54.86;11/07/2009
17.2;53.22;12/07/2009
17.2;53.31;13/07/2009
17.2;52.66;14/07/2009
17.2;52.99;15/07/2009
17.2;52.41;16/07/2009
17.2;52.77;17/07/2009
17.2;53.92;18/07/2009
17.2;56.7;19/07/2009
17.2;61.23;20/07/2009
17.2;67.51;21/07/2009
17.2;74.89;22/07/2009
17.2;79.19;23/07/2009
17.2;81.16;24/07/2009
17.2;82.27;25/07/2009
17.2;82.94;26/07/2009
17.2;83.07;27/07/2009
17.2;82.43;28/07/2009
17.2;81.09;29/07/2009
17.2;80.11;30/07/2009
17.2;77.26;31/07/2009
17.6;71.46;01/08/2009
17.6;69.34;02/08/2009
17.6;66.31;03/08/2009
17.6;64.68;04/08/2009
17.6;62.64;05/08/2009
17.6;59.75;06/08/2009
17.6;58.28;07/08/2009
17.6;57.31;08/08/2009
17.6;56.24;09/08/2009
17.6;56.22;10/08/2009
17.6;61.03;11/08/2009
17.6;66.06;12/08/2009
17.6;71.96;13/08/2009
17.6;76.09;14/08/2009
17.6;79.82;15/08/2009
17.6;82.5;16/08/2009
17.6;84.07;17/08/2009
17.6;84.79;18/08/2009
17.6;85.25;19/08/2009
17.6;84.91;20/08/2009
17.6;85.01;21/08/2009
17.6;83.6;22/08/2009
17.6;81.89;23/08/2009
17.6;78.12;24/08/2009
17.6;73.57;25/08/2009
17.6;71.88;26/08/2009
17.6;69.42;27/08/2009
17.6;68.03;28/08/2009
17.6;67.22;29/08/2009
17.6;66.25;30/08/2009
17.6;64.78;31/08/2009
18.1;63.3;01/09/2009
18.1;62.31;02/09/2009
18.1;62.54;03/09/2009
18.1;63.27;04/09/2009
18.1;67.13;05/09/2009
18.1;70.24;06/09/2009
18.1;73.83;07/09/2009
18.1;77.77;08/09/2009
18.1;81.36;09/09/2009
18.1;83.33;10/09/2009
18.1;84.98;11/09/2009
18.1;86.35;12/09/2009
18.1;86.73;13/09/2009
18.1;85.5;14/09/2009
18.1;83.28;15/09/2009
18.1;82.1;16/09/2009
18.1;77.96;17/09/2009
18.1;75.13;18/09/2009
18.1;73.15;19/09/2009
18.1;71.59;20/09/2009
18.1;69.9;21/09/2009
18.1;68.12;22/09/2009
18.1;66.7;23/09/2009
18.1;65.82;24/09/2009
18.1;64.76;25/09/2009
18.1;64.49;26/09/2009
18.1;64.23;27/09/2009
18.1;66.88;28/09/2009
18.1;69.69;29/09/2009
18.1;73.21;30/09/2009
17.7;77.72;01/10/2009
17.7;84.48;02/10/2009
17.7;87.33;03/10/2009
17.7;89.92;04/10/2009
17.7;90.9;05/10/2009
17.7;91.75;06/10/2009
17.7;91.45;07/10/2009
17.7;91.25;08/10/2009
17.7;90.51;09/10/2009
17.7;88.65;10/10/2009
17.7;84.36;11/10/2009
17.7;77.7;12/10/2009
17.7;74.45;13/10/2009
17.7;72.58;14/10/2009
17.7;70.82;15/10/2009
17.7;69.38;16/10/2009
17.7;68.1;17/10/2009
17.7;66.55;18/10/2009
17.7;64.84;19/10/2009
17.7;64.28;20/10/2009
17.7;64.34;21/10/2009
17.7;67.34;22/10/2009
17.7;69.48;23/10/2009
17.7;71.12;24/10/2009
17.7;72.86;25/10/2009
17.7;73.77;26/10/2009
17.7;75.36;27/10/2009
17.7;76.62;28/10/2009
17.7;77.28;29/10/2009
17.7;75.95;30/10/2009
17.7;73.84;31/10/2009
17.0;72.73;01/11/2009
17.0;70.83;02/11/2009
17.0;68.67;03/11/2009
17.0;65.99;04/11/2009
17.0;64.31;05/11/2009
17.0;63.06;06/11/2009
17.0;62.45;07/11/2009
17.0;61.86;08/11/2009
17.0;61.82;09/11/2009
17.0;61.06;10/11/2009
17.0;60.25;11/11/2009
17.0;60.21;12/11/2009
17.0;60.25;13/11/2009
17.0;60.0;14/11/2009
17.0;60.58;15/11/2009
17.0;61.18;16/11/2009
17.0;62.64;17/11/2009
17.0;64.62;18/11/2009
17.0;67.01;19/11/2009
17.0;69.24;20/11/2009
17.0;72.57;21/11/2009
17.0;75.21;22/11/2009
17.0;77.12;23/11/2009
17.0;78.2;24/11/2009
17.0;78.59;25/11/2009
17.0;77.89;26/11/2009
17.0;76.18;27/11/2009
17.0;72.95;28/11/2009
17.0;71.61;29/11/2009
17.0;70.66;30/11/2009
15.5;69.32;01/12/2009
15.5;68.22;02/12/2009
15.5;67.65;03/12/2009
15.5;67.17;04/12/2009
15.5;66.73;05/12/2009
15.5;65.38;06/12/2009
15.5;64.49;07/12/2009
15.5;63.64;08/12/2009
15.5;66.23;09/12/2009
15.5;70.18;10/12/2009
15.5;73.02;11/12/2009
15.5;75.09;12/12/2009
15.5;77.09;13/12/2009
15.5;79.1;14/12/2009
15.5;79.87;15/12/2009
15.5;80.41;16/12/2009
15.5;81.25;17/12/2009
15.5;81.54;18/12/2009
15.5;81.51;19/12/2009
15.5;81.16;20/12/2009
15.5;80.1;21/12/2009
15.5;77.16;22/12/2009
15.5;72.48;23/12/2009
15.5;68.65;24/12/2009
15.5;64.05;25/12/2009
15.5;61.72;26/12/2009
15.5;60.04;27/12/2009
15.5;57.24;28/12/2009
15.5;55.83;29/12/2009
15.5;53.9;30/12/2009
15.5;53.03;31/12/2009
14.3;53.58;01/01/2010
14.3;58.69;02/01/2010
14.3;65.13;03/01/2010
14.3;69.92;04/01/2010
14.3;73.01;05/01/2010
14.3;75.08;06/01/2010
14.3;77.03;07/01/2010
14.3;78.64;08/01/2010
14.3;79.84;09/01/2010
14.3;79.84;10/01/2010
14.3;79.78;11/01/2010
14.3;78.81;12/01/2010
14.3;77.2;13/01/2010
14.3;74.83;14/01/2010
14.3;72.0;15/01/2010
14.3;68.71;16/01/2010
14.3;65.85;17/01/2010
14.3;63.45;18/01/2010
14.3;60.53;19/01/2010
14.3;59.36;20/01/2010
14.3;57.14;21/01/2010
14.3;55.75;22/01/2010
14.3;55.85;23/01/2010
14.3;54.2;24/01/2010
14.3;55.13;25/01/2010
14.3;57.87;26/01/2010
14.3;60.91;27/01/2010
14.3;63.2;28/01/2010
14.3;66.28;29/01/2010
14.3;69.42;30/01/2010
14.3;72.53;31/01/2010
13.8;74.56;01/02/2010
13.8;75.91;02/02/2010
13.8;77.29;03/02/2010
13.8;77.34;04/02/2010
13.8;76.9;05/02/2010
13.8;75.65;06/02/2010
13.8;72.52;07/02/2010
13.8;69.46;08/02/2010
13.8;66.32;09/02/2010
13.8;64.4;10/02/2010
13.8;62.17;11/02/2010
13.8;61.48;12/02/2010
13.8;60.77;13/02/2010
13.8;60.68;14/02/2010
13.8;60.42;15/02/2010
13.8;60.06;16/02/2010
13.8;59.96;17/02/2010
13.8;59.8;18/02/2010
13.8;59.94;19/02/2010
13.8;60.51;20/02/2010
13.8;61.92;21/02/2010
13.8;63.24;22/02/2010
13.8;64.86;23/02/2010
13.8;66.16;24/02/2010
13.8;67.88;25/02/2010
13.8;69.18;26/02/2010
13.8;70.19;27/02/2010
13.8;70.65;28/02/2010
13.8;70.89;01/03/2010
13.8;70.63;02/03/2010
13.8;70.04;03/03/2010
13.8;68.49;04/03/2010
13.8;66.91;05/03/2010
13.8;66.2;06/03/2010
13.8;65.69;07/03/2010
13.8;65.31;08/03/2010
13.8;64.75;09/03/2010
13.8;63.97;10/03/2010
13.8;62.56;11/03/2010
13.8;61.23;12/03/2010
13.8;61.06;13/03/2010
13.8;61.93;14/03/2010
13.8;63.33;15/03/2010
13.8;65.82;16/03/2010
13.8;69.03;17/03/2010
13.8;72.97;18/03/2010
13.8;76.24;19/03/2010
13.8;79.01;20/03/2010
13.8;80.1;21/03/2010
13.8;80.68;22/03/2010
13.8;80.79;23/03/2010
13.8;81.02;24/03/2010
13.8;81.09;25/03/2010
13.8;80.89;26/03/2010
13.8;79.44;27/03/2010
13.8;74.82;28/03/2010
13.8;70.6;29/03/2010
13.8;67.46;30/03/2010
13.8;66.46;31/03/2010
15.2;65.02;01/04/2010
15.2;64.98;02/04/2010
15.2;64.31;03/04/2010
15.2;63.39;04/04/2010
15.2;63.35;05/04/2010
15.2;63.39;06/04/2010
15.2;63.47;07/04/2010
15.2;64.09;08/04/2010
15.2;64.82;09/04/2010
15.2;65.28;10/04/2010
15.2;65.89;11/04/2010
15.2;66.96;12/04/2010
15.2;67.18;13/04/2010
15.2;67.54;14/04/2010
15.2;66.71;15/04/2010
15.2;64.41;16/04/2010
15.2;64.02;17/04/2010
15.2;63.5;18/04/2010
15.2;63.63;19/04/2010
15.2;63.47;20/04/2010
15.2;63.77;21/04/2010
15.2;64.08;22/04/2010
15.2;63.78;23/04/2010
15.2;63.13;24/04/2010
15.2;63.19;25/04/2010
15.2;62.67;26/04/2010
15.2;62.47;27/04/2010
15.2;62.35;28/04/2010
15.2;62.18;29/04/2010
15.2;61.91;30/04/2010
16.5;62.31;01/05/2010
16.5;63.91;02/05/2010
16.5;67.02;03/05/2010
16.5;67.11;04/05/2010
16.5;72.17;05/05/2010
16.5;73.56;06/05/2010
16.5;75.99;07/05/2010
16.5;77.55;08/05/2010
16.5;78.79;09/05/2010
16.5;79.74;10/05/2010
16.5;80.0;11/05/2010
16.5;79.97;12/05/2010
16.5;79.99;13/05/2010
16.5;78.54;14/05/2010
16.5;74.7;15/05/2010
16.5;69.95;16/05/2010
16.5;66.75;17/05/2010
16.5;64.49;18/05/2010
16.5;61.57;19/05/2010
16.5;60.41;20/05/2010
16.5;59.41;21/05/2010
16.5;58.63;22/05/2010
16.5;58.06;23/05/2010
16.5;59.59;24/05/2010
16.5;60.75;25/05/2010
16.5;62.93;26/05/2010
16.5;66.64;27/05/2010
16.5;70.01;28/05/2010
16.5;72.58;29/05/2010
16.5;75.22;30/05/2010
16.5;76.84;31/05/2010
17.3;78.32;01/06/2010
17.3;78.73;02/06/2010
17.3;78.13;03/06/2010
17.3;76.92;04/06/2010
17.3;75.98;05/06/2010
17.3;74.22;06/06/2010
17.3;67.59;07/06/2010
17.3;64.56;08/06/2010
17.3;62.99;09/06/2010
17.3;62.47;10/06/2010
17.3;61.07;11/06/2010
17.3;60.19;12/06/2010
17.3;59.14;13/06/2010
17.3;58.68;14/06/2010
17.3;57.81;15/06/2010
17.3;57.32;16/06/2010
17.3;57.04;17/06/2010
17.3;57.26;18/06/2010
17.3;59.3;19/06/2010
17.3;60.64;20/06/2010
17.3;62.9;21/06/2010
17.3;64.24;22/06/2010
17.3;65.83;23/06/2010
17.3;66.54;24/06/2010
17.3;65.82;25/06/2010
17.3;64.2;26/06/2010
17.3;63.52;27/06/2010
17.3;62.49;28/06/2010
17.3;62.3;29/06/2010
17.3;62.62;30/06/2010
17.2;61.36;01/07/2010
17.2;58.88;02/07/2010
17.2;56.92;03/07/2010
17.2;55.63;04/07/2010
17.2;54.21;05/07/2010
17.2;53.94;06/07/2010
17.2;53.03;07/07/2010
17.2;52.69;08/07/2010
17.2;52.28;09/07/2010
17.2;52.32;10/07/2010
17.2;52.15;11/07/2010
17.2;52.54;12/07/2010
17.2;53.81;13/07/2010
17.2;55.38;14/07/2010
17.2;56.45;15/07/2010
17.2;57.34;16/07/2010
17.2;59.71;17/07/2010
17.2;61.16;18/07/2010
17.2;62.38;19/07/2010
17.2;63.53;20/07/2010
17.2;64.96;21/07/2010
17.2;65.66;22/07/2010
17.2;64.93;23/07/2010
17.2;63.5;24/07/2010
17.2;61.77;25/07/2010
17.2;59.94;26/07/2010
17.2;58.23;27/07/2010
17.2;56.71;28/07/2010
17.2;54.91;29/07/2010
17.2;53.67;30/07/2010
17.2;52.56;31/07/2010
17.6;51.61;01/08/2010
17.6;51.09;02/08/2010
17.6;50.8;03/08/2010
17.6;48.09;04/08/2010
17.6;50.12;05/08/2010
17.6;53.51;06/08/2010
17.6;55.61;07/08/2010
17.6;58.33;08/08/2010
17.6;60.84;09/08/2010
17.6;63.49;10/08/2010
17.6;65.79;11/08/2010
17.6;68.09;12/08/2010
17.6;69.44;13/08/2010
17.6;69.84;14/08/2010
17.6;71.09;15/08/2010
17.6;71.96;16/08/2010
17.6;71.94;17/08/2010
17.6;70.36;18/08/2010
17.6;66.64;19/08/2010
17.6;61.28;20/08/2010
17.6;57.8;21/08/2010
17.6;54.73;22/08/2010
17.6;53.5;23/08/2010
17.6;51.9;24/08/2010
17.6;50.7;25/08/2010
17.6;48.69;26/08/2010
17.6;47.73;27/08/2010
17.6;46.54;28/08/2010
17.6;46.68;29/08/2010
17.6;51.18;30/08/2010
17.6;55.37;31/08/2010
18.1;57.99;01/09/2010
18.1;60.13;02/09/2010
18.1;62.44;03/09/2010
18.1;60.49;04/09/2010
18.1;57.97;05/09/2010
18.1;57.22;06/09/2010
18.1;58.44;07/09/2010
18.1;60.18;08/09/2010
18.1;61.25;09/09/2010
18.1;62.72;10/09/2010
18.1;63.28;11/09/2010
18.1;62.81;12/09/2010
18.1;61.18;13/09/2010
18.1;59.67;14/09/2010
18.1;58.58;15/09/2010
18.1;57.74;16/09/2010
18.1;57.39;17/09/2010
18.1;57.6;18/09/2010
18.1;57.66;19/09/2010
18.1;58.27;20/09/2010
18.1;60.43;21/09/2010
18.1;62.06;22/09/2010
18.1;64.35;23/09/2010
18.1;68.19;24/09/2010
18.1;72.06;25/09/2010
18.1;72.47;26/09/2010
18.1;72.3;27/09/2010
18.1;71.6;28/09/2010
18.1;69.66;29/09/2010
18.1;65.92;30/09/2010
17.7;63.27;01/10/2010
17.7;61.76;02/10/2010
17.7;60.25;03/10/2010
17.7;58.72;04/10/2010
17.7;57.91;05/10/2010
17.7;56.02;06/10/2010
17.7;54.99;07/10/2010
17.7;54.53;08/10/2010
17.7;54.07;09/10/2010
17.7;53.66;10/10/2010
17.7;52.86;11/10/2010
17.7;52.54;12/10/2010
17.7;52.42;13/10/2010
17.7;52.59;14/10/2010
17.7;53.02;15/10/2010
17.7;53.58;16/10/2010
17.7;55.11;17/10/2010
17.7;58.07;18/10/2010
17.7;60.42;19/10/2010
17.7;62.72;20/10/2010
17.7;63.64;21/10/2010
17.7;64.8;22/10/2010
17.7;65.88;23/10/2010
17.7;67.43;24/10/2010
17.7;68.04;25/10/2010
17.7;68.04;26/10/2010
17.7;67.38;27/10/2010
17.7;65.69;28/10/2010
17.7;64.06;29/10/2010
17.7;62.05;30/10/2010
17.7;60.12;31/10/2010
17.0;58.51;01/11/2010
17.0;57.19;02/11/2010
17.0;56.07;03/11/2010
